,ServiceName,id,Edition,Creation,Publication,Administration,Latency,Compliance,Throughput,Reliability,Availability,Documentation,Successability,Service Name,WSDL Address,Response Time,Best Practices
1084,CRM1427,6498,3,1,0,2,1.36,78,13.3,73,97,94,99,DOTSGeoCoder,http://ws2.serviceobjects.net/gcr/GeoCoder.asmx?WSDL,107.45,80
1085,CRM1426,6497,3,3,4,2,33.69,78,9.9,67,87,86,95,Roll_x0020_Generator_x0020_Web_x0020_Service.,http://gmh.xocomp.net/ws/rollgenerator/rollgenerator.asmx?wsdl,216.54,82
1086,CRM1425,6496,3,0,4,2,17.8,78,4.5,73,100,1,100,eUtilsService,http://www.ncbi.nlm.nih.gov/entrez/eutils/soap/v1.0/eutils.wsdl,165,80
1087,CRM1424,6495,0,3,3,0,15,89,7.1,60,84,10,84,Current Homeland Security Threat Level,http://www.boyzoid.com/threat.cfc?wsdl,79,69
1088,CRM1423,6494,1,1,4,1,2,89,28.6,73,88,93,96,NRA_x0020_ILA_x0020_News_x0020_Syndication,http://www.nraila.org/Services/News.asmx?WSDL,59,62
1089,CRM1422,6493,1,0,3,4,39,78,2.1,73,89,6,96,ReportService,http://www.wce.ca/ReportService.asmx?wsdl,124.67,62
1090,CRM1421,6492,4,2,4,0,2,78,10.7,67,72,9,72,MobileSoapServerService,http://www.mlm-soft.com/handy/MobileSOAP.server.php?wsdl,139,82
1091,CRM1420,6491,0,1,0,1,32.45,89,13.3,67,95,92,99,A.D.A.M._x002C__x0020_Inc._x0020_-_x0020_Content_x0020_Service,http://ws.adam.com/ContentService.asmx?WSDL,114.58,82
1092,CRM1419,6490,3,4,0,1,12.03,89,6,67,53,12,54,GraypotService,http://graypot.dyndns.ws/axis/services/GraypotService?wsdl,302.33,72
1093,CRM1418,6489,1,1,1,0,8.6,100,11,58,91,41,97,danService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/dan.wsdl,390.2,75
1094,CRM1417,6488,0,1,2,4,42.8,100,1.9,67,100,1,100,oddcompService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.oddcomp.derived?wsdl,246.4,82
1095,CRM1416,6487,1,2,2,3,236,78,2.3,73,88,91,89,SHUAAIndices,http://www.shuaacapital.com/webservices/shuaaindices.asmx?wsdl,336,62
1096,CRM1415,6486,3,0,1,2,7,67,2.3,53,80,7,80,Interop,http://www.mssoapinterop.org/stk/LoggedInteropTyped.wsdl,563,76
1097,CRM1414,6485,0,1,2,0,8.6,100,12.5,73,94,35,98,showalignService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showalign.wsdl,278,84
1098,CRM1413,6484,2,0,2,2,21,78,7.2,73,72,63,72,EasyAmazonService,http://www.flash-db.com/services/ws/easyAmazon.wsdl,527.5,84
1099,CRM1412,6483,0,0,1,2,6.4,100,13.5,73,88,36,96,infoalignService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/infoalign.wsdl,276,84
1100,CRM1411,6482,3,0,0,2,1.25,78,1,73,100,9,100,FinanceService,http://www.webservicex.com/FinanceService.asmx?WSDL,1691.75,84
1101,CRM1410,6481,4,3,4,1,10.67,78,6.6,73,85,7,95,GoogleSearchService,http://www.bolinfest.com/wsdl2js/GoogleSearch.wsdl,481.67,84
1102,CRM1409,6480,2,0,2,1,13.5,78,16.8,73,93,95,98,K4TAirFaresWS,http://ws.keyfortravel.com/Air/airfares.asmx?wsdl,247.5,80
1103,CRM1408,6479,2,4,1,0,74.52,67,8,67,51,8,51,UniversalThread,http://www.universalthread.com/WebService/UniversalThread.asmx?wsdl,193.36,82
1104,CRM1407,6478,2,4,3,0,10.43,78,3.7,60,21,6,21,AmazonSearchService,http://www.daimi.au.dk/~amoeller/WWW/webservices/AmazonWebServices.wsdl,328.67,79
1105,CRM1406,6477,0,2,1,4,42,100,3.6,60,95,85,98,EmailVerification,http://ws.strikeiron.com/emailverify_2_5?WSDL,539,79
1106,CRM1405,6476,2,0,1,2,39,78,3.4,73,93,93,98,ICD9ToICD10,http://www.webservicex.com/icd9toicd10.asmx?WSDL,1936.5,84
1107,CRM1404,6475,4,2,0,2,44.6,100,1.8,67,91,11,97,tfscanService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_transcription.tfscan.derived?wsdl,311.8,82
1108,CRM1403,6474,1,3,3,3,1,100,16.8,80,86,36,95,AccountManagement,http://www.iperformonline.com/WebServices/security/AccountManagement.asmx?wsdl,77.5,87
1109,CRM1402,6473,3,2,1,2,1,78,9.2,67,91,9,97,BasicAddressMatch,http://www.bgtaddresstools.state.pa.us/BasicAddressMatch/BasicAddressMatch.asmx?wsdl,102,82
1110,CRM1401,6472,1,2,4,1,3,78,13.2,73,86,7,95,FindIP,http://www.w3coder.com/ws/email/FindIP.asmx?wsdl,173,84
1111,CRM1400,6471,0,3,0,0,99,89,11.7,73,86,91,86,Weather,http://www.deeptraining.com/webservices/weather.asmx?wsdl,217.5,84
1112,CRM1399,6470,4,0,3,2,8.2,100,2,73,94,40,98,mwfilterService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/mwfilter.wsdl,204,84
1113,CRM1398,6469,0,1,3,0,3,89,29.9,83,93,4,98,EmptySA,http://www.whitemesa.com/r3/emptysa.wsdl,109,91
1114,CRM1397,6468,0,4,4,2,36.75,78,2.8,73,78,94,79,SearchVecerCom,http://www.gama-system.com/webservices/searchvecercom.asmx?wsdl,317.25,84
1115,CRM1396,6467,1,0,1,1,36,89,15.2,83,83,38,84,getgeoobjects,http://pear.fitamball.net/hellowsdl2.php?wsdl,315,91
1116,CRM1395,6466,2,1,2,1,52.6,78,3.3,53,26,7,26,FileStoreService,http://www.astrogrid.org/maven/docs/HEAD/astrogrid-contracts/schema/vo-space/FileStore/v0.1/FileStore.wsdl,207.67,66
1117,CRM1394,6465,0,3,1,4,37.8,100,1.9,67,94,1,98,fuzzproService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.fuzzpro.derived?wsdl,251.8,82
1118,CRM1393,6464,2,0,3,2,4.5,78,15.2,73,72,5,72,XarayaSoap,http://aber.com.mk/ws.php?wsdl,43,84
1119,CRM1392,6463,2,4,0,1,505.67,89,4.8,83,63,40,63,Gtop,http://xml.nig.ac.jp/wsdl/Gtop.wsdl,896.67,91
1120,CRM1391,6462,4,3,2,3,18,89,4.9,73,63,35,64,webservice,http://www.jdesign.ru/server.php?wsdl,503.67,75
1121,CRM1390,6461,1,4,0,0,14,89,27.3,83,91,8,97,DispatcherAPIService,http://tbe.taleo.net/wsdl/DispatcherAPI.wsdl,57,93
1122,CRM1389,6460,3,4,2,2,7,89,8.8,83,72,7,72,SerClsPeticionSOAPTPVPCservice,http://sas-d.sermepa.es/TPV_PC/wsdl/SerClsEntradaTPVPCv3d0_inte.wsdl,531,93
1123,CRM1388,6459,1,2,3,3,45.4,100,3.4,73,97,6,99,acdcService,http://www.ebi.ac.uk/soaplab/emboss4/services/acd.acdc.derived?wsdl,225.8,84
1124,CRM1387,6458,2,0,1,3,2,89,27,83,83,9,84,VersionService,http://developer.statsbiblioteket.dk/netbibservices/services/Version?wsdl,165,91
1125,CRM1386,6457,2,2,0,0,27,78,12,78,100,7,100,tbapi,http://www.lokasoft.nl/uk/tbapi.wsdl,413.33,89
1126,CRM1385,6456,1,4,1,3,6,100,4,73,98,38,99,whichdbService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/whichdb.wsdl,213.4,84
1127,CRM1384,6455,3,4,3,4,9,89,19.7,60,83,10,84,svcAMBatchService,http://www.psmhosting.net/Services/svcAMBatch.cfc?wsdl,337,69
1128,CRM1383,6454,1,2,0,0,1,100,33.3,80,85,4,95,InteropTestExtensibilityRequired,http://mssoapinterop.org/asmx/WSDL/InteropTestExtensibilityRequired.wsdl,107,87
1129,CRM1382,6453,4,3,3,0,9.34,78,11.8,67,88,9,88,e2gImplementationService,http://bibiserv.techfak.uni-bielefeld.de/wsdl/e2g.wsdl,212.67,72
1130,CRM1381,6452,1,0,2,4,1.5,100,8.7,73,90,12,96,Service1,http://www.bluturtles.fr/ws/wsbt/wscommunes.asmx?wsdl,131.75,84
1131,CRM1380,6451,1,4,4,2,10,78,7.1,73,94,10,98,GoogleSearchService,http://www.soapclient.com/xml/googleSearch.wsdl,124.33,84
1132,CRM1379,6450,1,4,4,3,2,100,28.8,73,85,9,95,CodeGenerator,http://www.esynaps.com/webservices/codegenerator.asmx?WSDL,144,84
1133,CRM1378,6449,3,4,1,1,9.69,100,17.8,67,99,8,100,SSOws,http://s-ws.thomsonlearning.com/ssows/SSOws?WSDL,83.31,77
1134,CRM1377,6448,3,3,3,0,88,67,6.4,73,86,32,86,PostcodeService,http://www.ssw.com.au/PostcodeWebService/PostcodeService.asmx?wsdl,128.5,84
1135,CRM1376,6447,3,2,2,3,3,89,20.7,50,98,5,100,GtsInterfacesService,http://www.myyellow.com/dynamic/services/content/ecommerce/etools/webservices/gtsimplpondzc.wsdl,86,77
1136,CRM1375,6446,2,1,4,2,3,89,18.3,73,86,33,86,COTS,http://www.co.new-castle.de.us/webservices/COTS/cots.asmx?WSDL,68,80
1137,CRM1374,6445,3,0,0,0,4.67,78,7.8,67,63,12,63,CountryServiceService,http://www.arikan.at/axis/services/CountryService?wsdl,485,72
1138,CRM1373,6444,0,4,3,3,101,89,4.6,73,46,11,47,DpsService,http://www.medinfo.kz/jaxrpc-dps/dps?WSDL,571.75,75
1139,CRM1372,6443,0,2,0,0,2,78,10.4,73,85,88,95,ABRXMLPubSub,http://www.abr.business.gov.au/abrxmlpubsub/(srxsmgbhbjwmnujwkp43mye5)/ABRXMLPubSub.asmx?wsdl,289,80
1140,CRM1371,6442,3,3,2,4,1,89,23.3,80,100,10,100,SmsApiService,http://europe.ipx.com/api/services/SmsApi50?wsdl,158,87
1141,CRM1370,6441,0,0,0,2,2,78,13.8,67,90,8,97,default_test,http://212.177.98.35/swapping/default.test.asmx?WSDL,176,77
1142,CRM1369,6440,2,2,1,3,37,89,17.2,67,83,11,84,SWGCraftAPI,http://www.swgcraft.com/soap/swgcraftapi.php?wsdl,268,72
1143,CRM1368,6439,2,1,3,3,3.5,78,19.8,73,72,5,72,XarayaSoap,http://www.lattelenet.lv/modules/soapserver/xaraya.wsdl,40,84
1144,CRM1367,6438,2,3,2,4,12.61,78,8.5,60,97,87,99,SIMS,http://sviluppo.sister.it/SIMSWebService/SIMS.asmx?WSDL,222.47,54
1145,CRM1366,6437,0,1,3,3,81.96,89,4.2,53,85,7,86,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_codon_usage.cai?wsdl,275.57,66
1146,CRM1365,6436,0,3,2,0,7.33,100,2.1,73,88,66,89,AccountInfo,http://www.arcwebservices.com/services/v2006/AccountInfo.wsdl,127,80
1147,CRM1364,6435,4,1,0,2,8.5,89,5.6,80,56,57,56,Calculator,http://soaptest.parasoft.com/calculator.wsdl,400.5,87
1148,CRM1363,6434,0,2,1,3,4.56,78,15.1,73,98,11,99,Service,http://demo.calcsys.com/service.asmx?wsdl,210.67,80
1149,CRM1362,6433,0,4,4,3,2.5,89,4.2,73,66,9,66,DataTypes,http://ja.gotdotnet.com/quickstart/aspplus/samples/services/DataTypes/VB/DataTypes.asmx?WSDL,117.58,80
1150,CRM1361,6432,0,0,4,0,5,89,26.2,83,100,6,100,JgluService,http://cdsws.u-strasbg.fr/axis/services/Jglu?wsdl,315,91
1151,CRM1360,6431,1,2,4,0,136,89,10.6,73,93,37,98,IT_x0040_Service_x0020_Webservices,http://www.itatservice.de/itatservice/itatservice5.asmx?WSDL,320.67,62
1152,CRM1359,6430,2,3,2,2,53.34,89,7.8,53,82,10,82,AnalysisWSGowlabImplService,http://www.ebi.ac.uk/soaplab/wsdl/testing__yeastgrid.wsdl,215.91,66
1153,CRM1358,6429,1,1,4,4,3.5,89,17.7,73,86,8,86,ProductActivation,http://www.itforsports.com/store/service/ProductActivation.asmx?WSDL,108,84
1154,CRM1357,6428,0,2,1,1,49.5,67,12.7,73,86,9,86,DNS,http://www.dotnetslackers.com/DNS.asmx?WSDL,206.5,84
1155,CRM1356,6427,3,4,0,4,7.2,100,1.4,58,91,32,97,pepwindowService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepwindow.wsdl,233.4,75
1156,CRM1355,6426,4,2,1,4,20,100,23.9,73,98,7,99,DownloadService,http://www.samsung.com/pl/support/WcmsService/DownloadService.asmx?WSDL,329,80
1157,CRM1354,6425,2,1,0,3,8.4,100,14.6,58,90,35,97,pepwheelService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepwheel.wsdl,220.8,75
1158,CRM1353,6424,3,0,2,0,8.2,100,1.6,73,88,34,96,primersearchService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/primersearch.wsdl,230.8,84
1159,CRM1352,6423,4,0,3,3,2.5,78,13.5,73,72,11,72,XarayaSoap,http://www.eurobath.gr/ws.php?wsdl,42.5,84
1160,CRM1351,6422,0,4,4,4,7.29,89,4.5,83,42,34,43,Ensembl,http://xml.nig.ac.jp/wsdl/Ensembl.wsdl,309,91
1161,CRM1350,6421,0,0,4,4,18,78,2.3,73,90,86,97,SearchMusicTeachers,http://www.perfectxml.com/WebServices/MusicTeachers/MusicTeachers.asmx?WSDL,132.5,62
1162,CRM1349,6420,0,4,0,0,10,100,1.4,58,89,40,96,chaosService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/chaos.wsdl,206,75
1163,CRM1348,6419,0,0,3,3,3.29,89,5.5,78,42,63,43,FullCongoBuy_servoce,http://www.daml.org/services/owl-s/1.1/CongoGrounding.wsdl,77.43,89
1164,CRM1347,6418,2,4,2,3,1.66,89,2.6,73,86,8,95,Servicio_etiquetado,http://eriste.aragob.es/webServiceEtiquetas/etiquetas.asmx?WSDL,563.22,62
1165,CRM1346,6417,2,4,1,1,4,89,21,60,83,6,84,XMLPortalService,http://www.lexel.com/EnvGXLogin/html/BerwickXMLPortal.html,53,69
1166,CRM1345,6416,1,4,3,1,2,89,24.9,83,91,9,97,Overloaded,http://mssoapinterop.org/stk/wsdl/overloaded.wsdl,109.5,91
1167,CRM1344,6415,3,0,1,1,1.23,78,14.1,73,99,91,100,DOTSAddressValidate,http://trial.serviceobjects.com/av/AddressValidate.asmx?wsdl,100.56,80
1168,CRM1343,6414,2,1,1,2,33.1,78,5.5,67,60,7,61,SoapTest,http://www.mssoapinterop.org/asmx/simpleb.asmx?wsdl,151.1,72
1169,CRM1342,6413,0,0,1,3,560.5,89,4.4,80,99,5,96,WSDLInteropTestDocLitService,http://www.soapclient.com/interop/doclitParam.wsdl,765.5,83
1170,CRM1341,6412,1,0,1,2,5.53,67,1.9,53,62,7,62,Interop,http://mssoapinterop.org/stkV3/LoggedInteropTyped.wsdl,130.2,71
1171,CRM1340,6411,0,0,4,3,20.23,89,3.8,42,17,4,17,GatewayWSService,http://212.166.209.24:80/ConnectorGateway/services/GatewayWS?wsdl,307.3,62
1172,CRM1339,6410,0,2,4,4,10,100,9.2,73,97,32,99,restrictService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/restrict.wsdl,495,84
1173,CRM1338,6409,1,1,1,3,1,89,15.1,60,96,2,99,InteropTestHeaders,http://mssoapinterop.org/asmx/WSDL/InteropTestheaders.wsdl,109,79
1174,CRM1337,6408,3,4,2,0,397.25,67,6,67,78,41,78,ArticleService,http://www.yazgelistir.com/YGServices/ArticleService.asmx?wsdl,579.5,82
1175,CRM1336,6407,0,2,0,2,476.42,78,3.9,67,88,90,88,XigniteMaster,http://services.xignite.com/xMaster.asmx?wsdl,850.92,77
1176,CRM1335,6406,4,1,1,0,751.34,89,1.9,83,63,38,64,Blast,http://twiki.mygrid.info/twiki/pub/Mygrid/TempWSDL/Blast_search_noparam.wsdl,1067.67,91
1177,CRM1334,6405,4,4,1,2,25,89,5.4,67,72,41,72,ndfdXML,http://weather.gov/forecasts/xml/SOAP_server/ndfdXMLserver.php?wsdl,642.5,72
1178,CRM1333,6404,4,4,1,1,2,100,2.8,80,98,33,100,addUpdateUsers,http://www.iperformonline.com/WebServices/employee/AddUpdateEmployee.asmx?wsdl,81,83
1179,CRM1332,6403,3,2,2,0,60.5,100,9.4,60,97,8,99,GeoCodeService,http://ws.strikeiron.com/GeocodeAmerica/geocode?WSDL,146.5,79
1180,CRM1331,6402,2,0,1,0,119,89,27,50,95,6,98,AddressBookService,http://oscar.snapps.com/projects/lotusphere/Webservices.nsf/AddressBook?wsdl,358,66
1181,CRM1330,6401,4,2,0,0,7.84,33,3,78,94,4,95,Interop,http://mssoapinterop.org/stk/Interop1999.wsdl,117.67,89
1182,CRM1329,6400,1,0,1,4,0.88,89,0.1,73,42,1,42,JobServices,http://www.webservices.scot.nhs.uk/JobWebServices/service.asmx?WSDL,150.5,80
1183,CRM1328,6399,3,1,4,1,44.6,100,2,67,98,9,100,needleService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_global.needle.derived?wsdl,315.4,82
1184,CRM1327,6398,3,2,3,2,33.09,78,17.1,73,88,4,96,SkyNodeWS,http://skyservice.pha.jhu.edu/SkyNode/TwoQZ/SkyNodeWS.asmx?wsdl,78.82,62
1185,CRM1326,6397,1,1,3,0,6.2,78,15.5,73,87,32,95,DetailZbozi,http://www.atcomp.cz/webservices/DetailZbozi.asmx?WSDL,158.2,62
1186,CRM1325,6396,1,2,3,0,34,100,6.9,73,88,7,96,WebService,http://www.dlask.nl/webservice.asmx?wsdl,211.75,80
1187,CRM1324,6395,1,2,0,3,14,100,1.6,73,93,5,93,Api,http://www.epostservice.com/ws/api_10.asmx?wsdl,4989.67,80
1188,CRM1323,6394,0,3,1,2,69,78,1.2,73,89,38,89,Service,http://www.smarttraveldeals.com/webservice/service.asmx?wsdl,148.33,80
1189,CRM1322,6393,4,1,0,4,3,78,9,73,86,36,86,DotnetDailyFact,http://www.xmlme.com/WSDailyNet.asmx?wsdl,93.5,84
1190,CRM1321,6392,4,2,2,2,53.27,78,2.1,73,87,4,88,WSWUBlastService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSWUBlast.wsdl,1418.27,84
1191,CRM1320,6391,4,0,2,4,60.04,89,7,53,86,2,86,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/hmm.ehmmfetch?wsdl,250.74,66
1192,CRM1319,6390,4,3,4,3,5,89,10,73,46,39,46,BiologicalMarkupService,http://services.bio.ifi.lmu.de:1046/prothesaurus/services/BiologicalMarkupService?wsdl,138.5,75
1193,CRM1318,6389,3,3,2,0,91.5,78,3.1,73,78,5,79,WSScanPSService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSScanPS.wsdl,1619.25,84
1194,CRM1317,6388,4,0,1,1,3.14,89,6.5,78,42,59,43,ExpandedCongoBuy_servoce,http://www.daml.org/services/daml-s/0.9/CongoGrounding.wsdl,82.43,89
1195,CRM1316,6387,1,2,3,1,24.59,89,19.1,67,96,87,99,FileService,http://leadtools.net/Services/FileService/FileService.asmx?wsdl,79.35,58
1196,CRM1315,6386,4,0,3,0,1,100,35.7,80,90,1,97,InteropTestExtensibility,http://www.mssoapinterop.org/asmx/WSDL/InteropTestExtensibility.wsdl,106,87
1197,CRM1314,6385,0,3,0,3,2,100,29,80,99,95,100,getJoke,http://www.interpressfact.net/webservices/getjoke.asmx?WSDL,207,87
1198,CRM1313,6384,0,3,2,1,28,50,5.3,78,72,2,72,KBBilledWebservice,http://base.kb.dk/KBBilledWebservice/KBBilledWebservice?WSDL,194.5,85
1199,CRM1312,6383,3,4,3,1,21.83,78,9.8,33,95,11,98,QSv2MsgProcessorService,http://www.q-s.info/fileadmin/pdf/datenbanken/stadat.wsdl,190.07,59
1200,CRM1311,6382,3,1,3,4,1.59,89,7.8,60,51,35,52,CB_CH,http://www.multispeak.org/interface/30j/14_CB_CH.asmx?wsdl,44.97,69
1201,CRM1310,6381,3,1,4,0,2,78,5.6,73,94,10,98,FrequencyUnit,http://www.webservicex.net/convertFrequency.asmx?WSDL,2482,84
1202,CRM1309,6380,0,4,4,1,481.1,78,2.4,73,98,11,99,Util,http://voservices.net/spectrum/ws_v2_5/util.asmx?wsdl,939.7,80
1203,CRM1308,6379,2,2,3,2,8.33,78,7.8,73,94,5,98,GoogleSearchService,http://www.stillhq.com/extracted/webmon/WindowsApplication1/Web%20References/Google/GoogleSearch.wsdl,150,84
1204,CRM1307,6378,1,3,0,0,30.2,78,4.1,73,90,58,91,interop2B,http://www.cs.fsu.edu/~engelen/interop2B_2.wsdl,121,84
1205,CRM1306,6377,0,2,2,4,311.5,78,3.3,67,56,93,57,JurisdictionLookupService,http://services.taxwatch.biz/rates/kansas/sstp.wsdl,606.5,82
1206,CRM1305,6376,0,1,4,0,39.74,89,10.8,53,92,6,97,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/utils_database_creation.domainnr?wsdl,223.83,66
1207,CRM1304,6375,1,0,0,3,21,100,24.6,73,90,6,97,DownloadService,http://www.samsung.com/in/support/WcmsService/DownloadService.asmx?WSDL,314,80
1208,CRM1303,6374,1,2,0,4,1.2,100,20.1,67,98,95,100,DataEnhancement,http://ws.strikeiron.com/DataEnhancement?WSDL,158.8,82
1209,CRM1302,6373,3,1,2,2,1,100,10.3,73,93,8,98,CursBCE,http://www.infovalutar.ro/cursBCE.asmx?WSDL,356.5,84
1210,CRM1301,6372,4,3,0,3,8,100,14.8,73,86,35,95,pasteseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pasteseq.wsdl,228.2,84
1211,CRM1300,6371,4,3,3,1,3,89,25.1,78,83,6,84,SecureLogin,http://www.wysecommunicator.com/Global/SecureLogin.asmx?wsdl,67,89
1212,CRM1299,6370,3,4,4,3,3.34,100,12.7,80,63,11,63,ExchangeRateService,http://www-128.ibm.com/developerworks/java/library/ws-jsrart/Sample.wsdl,173.67,87
1213,CRM1298,6369,3,2,4,2,12,89,18.4,73,83,64,84,CompanyInfoService,http://www.flash-db.com/services/ws/companyInfo.wsdl,126,80
1214,CRM1297,6368,2,4,4,2,2.13,89,5.7,73,70,7,70,SpamCheckerService,http://www.zeta-software.de/ZetaSpamChecker/SpamCheckerService.asmx?WSDL,305.75,84
1215,CRM1296,6367,3,4,3,0,43.85,78,8.5,67,97,10,99,Fungus,http://www.indexfungorum.org/ixfwebservice/fungus.asmx?WSDL,249,58
1216,CRM1295,6366,4,4,0,0,5.5,89,13.7,80,72,59,72,wsArrayList,http://www.deeptraining.com/webservices/wsArrayList.asmx?wsdl,66.5,87
1217,CRM1294,6365,2,1,2,4,1.9,89,4.4,67,67,40,67,OA_CB,http://www.multispeak.org/interface/30j/15_OA_CB.asmx?WSDL,334,72
1218,CRM1293,6364,1,2,4,4,4.48,100,20.7,67,89,8,96,AWSMechanicalTurkRequester,http://mechanicalturk.amazonaws.com/AWSMechanicalTurk/2005-10-01/AWSMechanicalTurkRequester.wsdl,46.05,77
1219,CRM1292,6363,0,3,4,0,84.75,89,6.8,60,78,87,79,AccountService,http://www.fmnsoft.com/AccountService.asmx?wsdl,159.5,79
1220,CRM1291,6362,2,4,0,4,10.6,100,14.1,73,94,34,98,megamergerService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/megamerger.wsdl,217.6,84
1221,CRM1290,6361,3,4,3,2,1.33,100,10.4,73,86,90,95,SearchEngineWSService,http://webservice.statsbiblioteket.dk/ws-netmusik-search/services/netmusik_wssearch?wsdl,231.39,80
1222,CRM1289,6360,0,1,3,4,4.8,100,3.5,73,87,41,95,redataService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/redata.wsdl,382.6,84
1223,CRM1288,6359,2,3,4,3,25,89,18.1,83,83,9,84,getfile2,http://www.scottnichol.com/samples/getfile2.php?wsdl,206,91
1224,CRM1287,6358,4,1,2,2,1,100,13,73,99,57,100,TMorse,http://www.regomnet.de/morse.asmx?WSDL,147.33,84
1225,CRM1286,6357,4,2,0,3,5,100,5.9,73,72,8,72,UserAddModify,http://www.shn.org.au/UserAddModify.asmx?wsdl,412.5,84
1226,CRM1285,6356,3,3,1,2,43.67,89,8.4,67,63,6,63,MetadbSearchService,http://www.ps.noda.tus.ac.jp/axis/services/metadb?wsdl,363,72
1227,CRM1284,6355,2,0,3,1,111.84,78,2.7,73,74,89,74,OfficeResearch,http://www.gama-system.com/webservices/officeresearchonline.asmx?wsdl,371.17,84
1228,CRM1283,6354,1,2,1,3,4.81,78,8.4,42,28,9,30,GLMService,http://www.guestlistmanager.co.uk/glplus/xml-api/soap/demo_server.php?wsdl,248.81,74
1229,CRM1282,6353,2,4,0,3,7.6,100,2,73,94,34,98,pregService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/preg.wsdl,184.4,84
1230,CRM1281,6352,2,3,0,3,120,89,18.4,78,72,7,72,EchoService,http://oscar.snapps.com/Portal.nsf/Echo?wsdl,317,89
1231,CRM1280,6351,4,0,4,0,141,78,4.2,60,88,3,96,ACCLIPServiceService,http://www.inclusivelearning.ca/tile/services/acclip?wsdl,251.5,69
1232,CRM1279,6350,4,1,4,2,1.67,100,4.9,80,97,97,99,TGL_x0020_Web_x0020_Services_x0020_v1.0,http://www.greatlink.org/tgl.asmx?wsdl,120,87
1233,CRM1278,6349,4,0,3,4,55,78,14.5,73,98,4,99,BNPrice,http://www.abundanttech.com/webservices/bnprice/bnprice.wsdl,538,84
1234,CRM1277,6348,0,0,2,0,1.23,100,12.3,73,99,32,100,NAF,http://www.naf.no/loginservice/main.asmx?WSDL,193.67,80
1235,CRM1276,6347,2,3,1,1,113.91,89,2.5,53,85,4,86,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.frestml?wsdl,353.26,66
1236,CRM1275,6346,2,0,2,4,102.17,89,6.3,73,61,11,61,PT_progetti,http://www.sgr-international.com/PT_progetti.asmx?wsdl,295.89,80
1237,CRM1274,6345,0,4,0,1,10.5,78,8.5,73,95,3,98,SdsUserAndHardwareService,http://webservices-tv.sdo.com/SDSUserandhardwareservice.asmx?wsdl,326.25,80
1238,CRM1273,6344,3,0,2,1,6.2,100,15,58,88,38,96,dottupService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/dottup.wsdl,220.6,75
1239,CRM1272,6343,0,4,0,2,103.83,67,4,73,73,41,74,SolarPlotsWebService,http://solarplots.info/SolarPlotsWebService.asmx?WSDL,225.5,84
1240,CRM1271,6342,4,4,4,0,10.85,78,7.2,67,99,92,97,STK_SensorCollectionWebService,http://wms.stk.com/SatAccessService1/Service1.asmx?WSDL,459.14,72
1241,CRM1270,6341,3,2,2,2,4,89,1.3,73,83,7,84,SOAPService,http://www.bioinfo.tsinghua.edu.cn/~tigerchen/SubLoc.wsdl,1015,75
1242,CRM1269,6340,1,2,1,2,43.4,100,1.7,67,88,10,96,cuspService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_codon_usage.cusp.derived?wsdl,250.4,82
1243,CRM1268,6339,2,4,0,2,15,100,15.4,73,86,41,95,Session,http://www.abctext.com/webservices/Session.asmx?wsdl,138,84
1244,CRM1267,6338,3,0,0,3,6,78,5.9,42,28,9,29,GLMService,http://guestlistmanager.co.uk/glplus/xml-api/soap/demo_server.php?wsdl,247.38,74
1245,CRM1266,6337,2,1,2,3,19,100,25,73,85,3,95,DownloadService,http://www.samsung.com/lv/support/WcmsService/DownloadService.asmx?WSDL,331,80
1246,CRM1265,6336,0,2,4,2,1,78,3,67,94,42,98,RestrictedCheckTickets,http://www.micropaiement.com/RestrictedCheckTickets.asmx?wsdl,157.5,72
